year,areakm,municipality,geocode_ibge,state
2011,4.0323811893997785,Ferreira Gomes,1600238,Amapá
2012,4.0323811893997785,Ferreira Gomes,1600238,Amapá
2013,4.0323811893997785,Ferreira Gomes,1600238,Amapá
2014,4.575318744852277,Ferreira Gomes,1600238,Amapá
2015,6.7955161438928435,Ferreira Gomes,1600238,Amapá
2016,6.7955161438928435,Ferreira Gomes,1600238,Amapá
2017,2.3222671405427073,Ferreira Gomes,1600238,Amapá
2018,2.3222671405427073,Ferreira Gomes,1600238,Amapá
2019,4.082324757966893,Ferreira Gomes,1600238,Amapá
2020,5.1509337081187345,Ferreira Gomes,1600238,Amapá
2021,1.704398157716418,Ferreira Gomes,1600238,Amapá
2022,1.3377184428405362,Ferreira Gomes,1600238,Amapá
2023,1.2668393670911593,Ferreira Gomes,1600238,Amapá
2000,46.8985625473178,Itaubal,1600253,Amapá
2001,16.59734257597723,Itaubal,1600253,Amapá
2002,16.59734257597723,Itaubal,1600253,Amapá
2003,3.725672832013078,Itaubal,1600253,Amapá
2004,3.725672832013078,Itaubal,1600253,Amapá
2005,2.399266337913624,Itaubal,1600253,Amapá
2006,2.399266337913624,Itaubal,1600253,Amapá
2007,0.5420247074367912,Itaubal,1600253,Amapá
2008,0.5420247074367912,Itaubal,1600253,Amapá
2009,1.9332564594499808,Itaubal,1600253,Amapá
2010,1.9332564594499808,Itaubal,1600253,Amapá
2011,1.6616082968091181,Itaubal,1600253,Amapá
2012,1.6616082968091181,Itaubal,1600253,Amapá
2013,1.6616082968091181,Itaubal,1600253,Amapá
2014,7.616427015162352,Itaubal,1600253,Amapá
2015,1.3908054414150193,Itaubal,1600253,Amapá
2016,1.3908054414150193,Itaubal,1600253,Amapá
2017,2.3816262823549774,Itaubal,1600253,Amapá
2018,2.3816262823549774,Itaubal,1600253,Amapá
2019,8.536610388482305,Itaubal,1600253,Amapá
2020,0.8504383101659564,Itaubal,1600253,Amapá
2021,0.6550585929451698,Itaubal,1600253,Amapá
2022,0.42763226497238244,Itaubal,1600253,Amapá
2023,0.5150482094002681,Itaubal,1600253,Amapá
2000,0.019850900336040263,Laranjal do Jari,1600279,Amapá
2001,0.1587854209618105,Laranjal do Jari,1600279,Amapá
2002,0.1587854209618105,Laranjal do Jari,1600279,Amapá
2003,0.09413538505395982,Laranjal do Jari,1600279,Amapá
2004,0.09413538505395982,Laranjal do Jari,1600279,Amapá
2005,0.08265078482947191,Laranjal do Jari,1600279,Amapá
2006,0.08265078482947191,Laranjal do Jari,1600279,Amapá
2007,0.09017501115325931,Laranjal do Jari,1600279,Amapá
2008,0.09017501115325931,Laranjal do Jari,1600279,Amapá
2009,0.0135038507451727,Laranjal do Jari,1600279,Amapá
2010,0.0135038507451727,Laranjal do Jari,1600279,Amapá
2011,0.03544407414932231,Laranjal do Jari,1600279,Amapá
2012,0.03544407414932231,Laranjal do Jari,1600279,Amapá
2013,0.03544407414932231,Laranjal do Jari,1600279,Amapá
2014,0,Laranjal do Jari,1600279,Amapá
2015,0,Laranjal do Jari,1600279,Amapá
2016,0,Laranjal do Jari,1600279,Amapá
2017,0.01885304452271024,Laranjal do Jari,1600279,Amapá
2018,0.01885304452271024,Laranjal do Jari,1600279,Amapá
2019,0,Laranjal do Jari,1600279,Amapá
2020,0,Laranjal do Jari,1600279,Amapá
2021,0,Laranjal do Jari,1600279,Amapá
2022,0.06459291991222166,Laranjal do Jari,1600279,Amapá
2023,0,Laranjal do Jari,1600279,Amapá
2000,190.986760426439,Macapá,1600303,Amapá
2001,39.280548559916625,Macapá,1600303,Amapá
2002,39.280548559916625,Macapá,1600303,Amapá
2003,12.648314040520512,Macapá,1600303,Amapá
2004,12.648314040520512,Macapá,1600303,Amapá
2005,16.561647963850938,Macapá,1600303,Amapá
2006,16.561647963850938,Macapá,1600303,Amapá
2007,8.52416069380414,Macapá,1600303,Amapá
2008,8.52416069380414,Macapá,1600303,Amapá
2009,6.044235725037482,Macapá,1600303,Amapá
2010,6.044235725037482,Macapá,1600303,Amapá
2011,15.605308591513245,Macapá,1600303,Amapá
2012,15.605308591513245,Macapá,1600303,Amapá
2013,15.605308591513245,Macapá,1600303,Amapá
2014,36.760524974586914,Macapá,1600303,Amapá
2015,18.926113972633456,Macapá,1600303,Amapá
2016,18.926113972633456,Macapá,1600303,Amapá
2017,10.899563404007624,Macapá,1600303,Amapá
2018,10.899563404007624,Macapá,1600303,Amapá
2019,12.30645960687035,Macapá,1600303,Amapá
2020,5.884665977540411,Macapá,1600303,Amapá
2021,6.7448126938589805,Macapá,1600303,Amapá
2022,2.0046562722397563,Macapá,1600303,Amapá
2023,3.925842713101884,Macapá,1600303,Amapá
2000,0.519754032307815,Mazagão,1600402,Amapá
2001,0.5162150639334937,Mazagão,1600402,Amapá
2002,0.5162150639334937,Mazagão,1600402,Amapá
2003,0,Mazagão,1600402,Amapá
2004,0,Mazagão,1600402,Amapá
2005,0.3059246786148004,Mazagão,1600402,Amapá
2006,0.3059246786148004,Mazagão,1600402,Amapá
2007,0.8182534259475773,Mazagão,1600402,Amapá
2008,0.8182534259475773,Mazagão,1600402,Amapá
2009,0.08011601355231218,Mazagão,1600402,Amapá
2010,0.08011601355231218,Mazagão,1600402,Amapá
2011,0.03549514207354049,Mazagão,1600402,Amapá
2012,0.03549514207354049,Mazagão,1600402,Amapá
2013,0.03549514207354049,Mazagão,1600402,Amapá
2014,0.04426624658056463,Mazagão,1600402,Amapá
2015,0.06176569258076643,Mazagão,1600402,Amapá
2016,0.06176569258076643,Mazagão,1600402,Amapá
2017,0.49911344014284625,Mazagão,1600402,Amapá
2018,0.49911344014284625,Mazagão,1600402,Amapá
2019,0.3461461566389774,Mazagão,1600402,Amapá
2020,0.047539178444915266,Mazagão,1600402,Amapá
2021,0.09437459206512065,Mazagão,1600402,Amapá
2022,0.44842616175089994,Mazagão,1600402,Amapá
2023,0.30560180736083936,Mazagão,1600402,Amapá
2000,1.9687593150416112,Oiapoque,1600501,Amapá
2001,0.4746239292442589,Oiapoque,1600501,Amapá
2002,0.4746239292442589,Oiapoque,1600501,Amapá
2003,0.21050908825760697,Oiapoque,1600501,Amapá
2004,0.21050908825760697,Oiapoque,1600501,Amapá
2005,0.8837699747740068,Oiapoque,1600501,Amapá
2006,0.8837699747740068,Oiapoque,1600501,Amapá
2007,0.5953421549855875,Oiapoque,1600501,Amapá
2008,0.5953421549855875,Oiapoque,1600501,Amapá
2009,0.030826634291535794,Oiapoque,1600501,Amapá
2010,0.030826634291535794,Oiapoque,1600501,Amapá
2011,0.5077658694738858,Oiapoque,1600501,Amapá
2012,0.5077658694738858,Oiapoque,1600501,Amapá
2013,0.5077658694738858,Oiapoque,1600501,Amapá
2014,0.12738858626162208,Oiapoque,1600501,Amapá
2015,0.17430765047593322,Oiapoque,1600501,Amapá
2016,0.17430765047593322,Oiapoque,1600501,Amapá
2017,0.6978566039894298,Oiapoque,1600501,Amapá
2018,0.6978566039894298,Oiapoque,1600501,Amapá
2019,0.39515596135561376,Oiapoque,1600501,Amapá
2020,0.4121285274983109,Oiapoque,1600501,Amapá
2021,0.45290808451110526,Oiapoque,1600501,Amapá
2022,0.6836471692658017,Oiapoque,1600501,Amapá
2023,0.5871152804201161,Oiapoque,1600501,Amapá
2000,0,Pedra Branca do Amapari,1600154,Amapá
2001,0,Pedra Branca do Amapari,1600154,Amapá
2002,0,Pedra Branca do Amapari,1600154,Amapá
2003,0,Pedra Branca do Amapari,1600154,Amapá
2004,0,Pedra Branca do Amapari,1600154,Amapá
2005,0,Pedra Branca do Amapari,1600154,Amapá
2006,0,Pedra Branca do Amapari,1600154,Amapá
2007,0,Pedra Branca do Amapari,1600154,Amapá
2008,0,Pedra Branca do Amapari,1600154,Amapá
2009,0,Pedra Branca do Amapari,1600154,Amapá
2010,0,Pedra Branca do Amapari,1600154,Amapá
2011,0,Pedra Branca do Amapari,1600154,Amapá
2012,0,Pedra Branca do Amapari,1600154,Amapá
2013,0,Pedra Branca do Amapari,1600154,Amapá
2014,0,Pedra Branca do Amapari,1600154,Amapá
2015,0,Pedra Branca do Amapari,1600154,Amapá
2016,0,Pedra Branca do Amapari,1600154,Amapá
2017,0,Pedra Branca do Amapari,1600154,Amapá
2018,0,Pedra Branca do Amapari,1600154,Amapá
2019,0,Pedra Branca do Amapari,1600154,Amapá
2020,0,Pedra Branca do Amapari,1600154,Amapá
2021,0,Pedra Branca do Amapari,1600154,Amapá
2022,0,Pedra Branca do Amapari,1600154,Amapá
2023,0,Pedra Branca do Amapari,1600154,Amapá
2000,111.78809237119275,Porto Grande,1600535,Amapá
2001,32.11599451226021,Porto Grande,1600535,Amapá
2002,32.11599451226021,Porto Grande,1600535,Amapá
2003,16.400701128609857,Porto Grande,1600535,Amapá
2004,16.400701128609857,Porto Grande,1600535,Amapá
2005,3.5839209179570286,Porto Grande,1600535,Amapá
2006,3.5839209179570286,Porto Grande,1600535,Amapá
2007,3.080525020724556,Porto Grande,1600535,Amapá
2008,3.080525020724556,Porto Grande,1600535,Amapá
2009,1.3530083251152565,Porto Grande,1600535,Amapá
2010,1.3530083251152565,Porto Grande,1600535,Amapá
2011,3.1273447816733047,Porto Grande,1600535,Amapá
2012,3.1273447816733047,Porto Grande,1600535,Amapá
2013,3.1273447816733047,Porto Grande,1600535,Amapá
2014,1.48381981612956,Porto Grande,1600535,Amapá
2015,1.111162395797642,Porto Grande,1600535,Amapá
2016,1.111162395797642,Porto Grande,1600535,Amapá
2017,1.1251338414929783,Porto Grande,1600535,Amapá
2018,1.1251338414929783,Porto Grande,1600535,Amapá
2019,4.77964424346306,Porto Grande,1600535,Amapá
2020,2.3892233712046247,Porto Grande,1600535,Amapá
2021,0.6134460463765931,Porto Grande,1600535,Amapá
2022,2.1112288352054525,Porto Grande,1600535,Amapá
2023,0.8881208156929074,Porto Grande,1600535,Amapá
2000,1.6321485526469894,Pracuúba,1600550,Amapá
2001,0.2290341683532472,Pracuúba,1600550,Amapá
2002,0.2290341683532472,Pracuúba,1600550,Amapá
2003,0,Pracuúba,1600550,Amapá
2004,0,Pracuúba,1600550,Amapá
2005,0.07415629607895947,Pracuúba,1600550,Amapá
2006,0.07415629607895947,Pracuúba,1600550,Amapá
2007,0.0527191052129212,Pracuúba,1600550,Amapá
2008,0.0527191052129212,Pracuúba,1600550,Amapá
2009,0,Pracuúba,1600550,Amapá
2010,0,Pracuúba,1600550,Amapá
2011,0.2507337197837548,Pracuúba,1600550,Amapá
2012,0.2507337197837548,Pracuúba,1600550,Amapá
2013,0.2507337197837548,Pracuúba,1600550,Amapá
2014,0,Pracuúba,1600550,Amapá
2015,0.49942278903883525,Pracuúba,1600550,Amapá
2016,0.49942278903883525,Pracuúba,1600550,Amapá
2017,0.15765109984602613,Pracuúba,1600550,Amapá
2018,0.15765109984602613,Pracuúba,1600550,Amapá
2019,1.1513232301971053,Pracuúba,1600550,Amapá
2020,1.5903156780396726,Pracuúba,1600550,Amapá
2021,0.3935450216416865,Pracuúba,1600550,Amapá
2022,0,Pracuúba,1600550,Amapá
2023,0.9328373670955578,Pracuúba,1600550,Amapá
2000,17.82617929057429,Santana,1600600,Amapá
2001,5.760143854409954,Santana,1600600,Amapá
2002,5.760143854409954,Santana,1600600,Amapá
2003,0.633684600082198,Santana,1600600,Amapá
2004,0.633684600082198,Santana,1600600,Amapá
2005,3.1211651421412947,Santana,1600600,Amapá
2006,3.1211651421412947,Santana,1600600,Amapá
2007,2.7282924794812535,Santana,1600600,Amapá
2008,2.7282924794812535,Santana,1600600,Amapá
2009,0.06624417526764413,Santana,1600600,Amapá
2010,0.06624417526764413,Santana,1600600,Amapá
2011,0.7220653966505479,Santana,1600600,Amapá
2012,0.7220653966505479,Santana,1600600,Amapá
2013,0.7220653966505479,Santana,1600600,Amapá
2014,1.7544181381634703,Santana,1600600,Amapá
2015,1.3569876885774956,Santana,1600600,Amapá
2016,1.3569876885774956,Santana,1600600,Amapá
2017,0.9599561315682944,Santana,1600600,Amapá
2018,0.9599561315682944,Santana,1600600,Amapá
2019,5.183333953085139,Santana,1600600,Amapá
2020,1.5218135403965825,Santana,1600600,Amapá
2021,0.9327390344819091,Santana,1600600,Amapá
2022,0.8212601239008588,Santana,1600600,Amapá
2023,0.19538669684990673,Santana,1600600,Amapá
2000,0,Serra do Navio,1600055,Amapá
2001,0,Serra do Navio,1600055,Amapá
2002,0,Serra do Navio,1600055,Amapá
2003,0,Serra do Navio,1600055,Amapá
2004,0,Serra do Navio,1600055,Amapá
2005,0,Serra do Navio,1600055,Amapá
2006,0,Serra do Navio,1600055,Amapá
2007,0,Serra do Navio,1600055,Amapá
2008,0,Serra do Navio,1600055,Amapá
2009,0,Serra do Navio,1600055,Amapá
2010,0,Serra do Navio,1600055,Amapá
2011,0,Serra do Navio,1600055,Amapá
2012,0,Serra do Navio,1600055,Amapá
2013,0,Serra do Navio,1600055,Amapá
2014,0,Serra do Navio,1600055,Amapá
2015,0,Serra do Navio,1600055,Amapá
2016,0,Serra do Navio,1600055,Amapá
2017,0,Serra do Navio,1600055,Amapá
2018,0,Serra do Navio,1600055,Amapá
2019,0,Serra do Navio,1600055,Amapá
2020,0,Serra do Navio,1600055,Amapá
2021,0,Serra do Navio,1600055,Amapá
2022,0,Serra do Navio,1600055,Amapá
2023,0,Serra do Navio,1600055,Amapá
2000,60.964949325416896,Tartarugalzinho,1600709,Amapá
2001,2.563178206212388,Tartarugalzinho,1600709,Amapá
2002,2.563178206212388,Tartarugalzinho,1600709,Amapá
2003,1.6189951853719124,Tartarugalzinho,1600709,Amapá
2004,1.6189951853719124,Tartarugalzinho,1600709,Amapá
2005,2.9877979228098845,Tartarugalzinho,1600709,Amapá
2006,2.9877979228098845,Tartarugalzinho,1600709,Amapá
2007,0.11773232538018207,Tartarugalzinho,1600709,Amapá
2008,0.11773232538018207,Tartarugalzinho,1600709,Amapá
2009,1.5364035354435894,Tartarugalzinho,1600709,Amapá
2010,1.5364035354435894,Tartarugalzinho,1600709,Amapá
2011,4.945733037818405,Tartarugalzinho,1600709,Amapá
2012,4.945733037818405,Tartarugalzinho,1600709,Amapá
2013,4.945733037818405,Tartarugalzinho,1600709,Amapá
2014,3.7569563221566304,Tartarugalzinho,1600709,Amapá
2015,11.66675740246244,Tartarugalzinho,1600709,Amapá
2016,11.66675740246244,Tartarugalzinho,1600709,Amapá
2017,20.369746459869642,Tartarugalzinho,1600709,Amapá
2018,20.369746459869642,Tartarugalzinho,1600709,Amapá
2019,13.655277628329792,Tartarugalzinho,1600709,Amapá
2020,6.584575538282425,Tartarugalzinho,1600709,Amapá
2021,1.5815447193346952,Tartarugalzinho,1600709,Amapá
2022,1.7372057572050974,Tartarugalzinho,1600709,Amapá
2023,3.6930610084921183,Tartarugalzinho,1600709,Amapá
2000,3.3638626984653652,Vitória do Jari,1600808,Amapá
2001,2.99062710048482,Vitória do Jari,1600808,Amapá
2002,2.99062710048482,Vitória do Jari,1600808,Amapá
2003,1.552532031341199,Vitória do Jari,1600808,Amapá
2004,1.552532031341199,Vitória do Jari,1600808,Amapá
2005,0.666363861612525,Vitória do Jari,1600808,Amapá
2006,0.666363861612525,Vitória do Jari,1600808,Amapá
2007,0.05005091666855843,Vitória do Jari,1600808,Amapá
2008,0.05005091666855843,Vitória do Jari,1600808,Amapá
2009,0.026032039610982143,Vitória do Jari,1600808,Amapá
2010,0.026032039610982143,Vitória do Jari,1600808,Amapá
2011,0.01476925704506847,Vitória do Jari,1600808,Amapá
2012,0.01476925704506847,Vitória do Jari,1600808,Amapá
2013,0.01476925704506847,Vitória do Jari,1600808,Amapá
2014,0,Vitória do Jari,1600808,Amapá
2015,0.10009275341828294,Vitória do Jari,1600808,Amapá
2016,0.10009275341828294,Vitória do Jari,1600808,Amapá
2017,0.18965035995553306,Vitória do Jari,1600808,Amapá
2018,0.18965035995553306,Vitória do Jari,1600808,Amapá
2019,0.1361619016236932,Vitória do Jari,1600808,Amapá
2020,0.20095115885995476,Vitória do Jari,1600808,Amapá
2021,0,Vitória do Jari,1600808,Amapá
2022,0.014481801046794706,Vitória do Jari,1600808,Amapá
2023,0.44229026898857027,Vitória do Jari,1600808,Amapá
2000,0.24727776573110533,Alvarães,1300029,Amazonas
2001,0.020330166814739252,Alvarães,1300029,Amazonas
2002,0.020330166814739252,Alvarães,1300029,Amazonas
2003,0,Alvarães,1300029,Amazonas
2004,0,Alvarães,1300029,Amazonas
2005,0.040820761238833284,Alvarães,1300029,Amazonas
2006,0.040820761238833284,Alvarães,1300029,Amazonas
2007,0.02161946758855467,Alvarães,1300029,Amazonas
2008,0.02161946758855467,Alvarães,1300029,Amazonas
2009,0.003076713713807402,Alvarães,1300029,Amazonas
2010,0.003076713713807402,Alvarães,1300029,Amazonas
2011,0.014784529761571514,Alvarães,1300029,Amazonas
2012,0.014784529761571514,Alvarães,1300029,Amazonas
2013,0.014784529761571514,Alvarães,1300029,Amazonas
2014,0,Alvarães,1300029,Amazonas
2015,0,Alvarães,1300029,Amazonas
2016,0,Alvarães,1300029,Amazonas
2017,0.007622380112690014,Alvarães,1300029,Amazonas
2018,0.007622380112690014,Alvarães,1300029,Amazonas
2019,0,Alvarães,1300029,Amazonas
2020,0,Alvarães,1300029,Amazonas
2021,0.011266788746973408,Alvarães,1300029,Amazonas
2022,0,Alvarães,1300029,Amazonas
2023,0.03820266068255552,Alvarães,1300029,Amazonas
2000,0.2518407878631145,Amaturá,1300060,Amazonas
2001,0,Amaturá,1300060,Amazonas
2002,0,Amaturá,1300060,Amazonas
2003,0.006093099878867739,Amaturá,1300060,Amazonas
2004,0.006093099878867739,Amaturá,1300060,Amazonas
2005,0.005508220266449265,Amaturá,1300060,Amazonas
2006,0.005508220266449265,Amaturá,1300060,Amazonas
2007,0.011448761778103235,Amaturá,1300060,Amazonas
2008,0.011448761778103235,Amaturá,1300060,Amazonas
2009,0.005051515252754045,Amaturá,1300060,Amazonas
2010,0.005051515252754045,Amaturá,1300060,Amazonas
2011,0.039999588982114496,Amaturá,1300060,Amazonas
2012,0.039999588982114496,Amaturá,1300060,Amazonas
2013,0.039999588982114496,Amaturá,1300060,Amazonas
2014,0.05118214924738569,Amaturá,1300060,Amazonas
2015,0.031715606500823876,Amaturá,1300060,Amazonas
2016,0.031715606500823876,Amaturá,1300060,Amazonas
2017,0.05674008932669246,Amaturá,1300060,Amazonas
2018,0.05674008932669246,Amaturá,1300060,Amazonas
2019,0.01707154719220288,Amaturá,1300060,Amazonas
2020,0.0930053529973859,Amaturá,1300060,Amazonas
2021,0.024997607938935042,Amaturá,1300060,Amazonas
2022,0.020104140352175708,Amaturá,1300060,Amazonas
2023,0.5608912102260905,Amaturá,1300060,Amazonas
2000,1.7034395089178993,Anamã,1300086,Amazonas
2001,0.05048280979727335,Anamã,1300086,Amazonas
2002,0.05048280979727335,Anamã,1300086,Amazonas
2003,0.10647261156307435,Anamã,1300086,Amazonas
2004,0.10647261156307435,Anamã,1300086,Amazonas
2005,0.015609414883315796,Anamã,1300086,Amazonas
2006,0.015609414883315796,Anamã,1300086,Amazonas
2007,0.009197334304435631,Anamã,1300086,Amazonas
2008,0.009197334304435631,Anamã,1300086,Amazonas
2009,0.005743527613741346,Anamã,1300086,Amazonas
2010,0.005743527613741346,Anamã,1300086,Amazonas
2011,0,Anamã,1300086,Amazonas
2012,0,Anamã,1300086,Amazonas
2013,0,Anamã,1300086,Amazonas
2014,0,Anamã,1300086,Amazonas
2015,0,Anamã,1300086,Amazonas
2016,0,Anamã,1300086,Amazonas
2017,0,Anamã,1300086,Amazonas
2018,0,Anamã,1300086,Amazonas
2019,0.034458893679205516,Anamã,1300086,Amazonas
2020,0.014931801211841986,Anamã,1300086,Amazonas
2021,0,Anamã,1300086,Amazonas
2022,0,Anamã,1300086,Amazonas
2023,0,Anamã,1300086,Amazonas
2000,0.3533338959265584,Anori,1300102,Amazonas
2001,0.023190283481173697,Anori,1300102,Amazonas
2002,0.023190283481173697,Anori,1300102,Amazonas
2003,0.03044169483465997,Anori,1300102,Amazonas
2004,0.03044169483465997,Anori,1300102,Amazonas
2005,0.1304424615202523,Anori,1300102,Amazonas
2006,0.1304424615202523,Anori,1300102,Amazonas
2007,0.006544952375741675,Anori,1300102,Amazonas
2008,0.006544952375741675,Anori,1300102,Amazonas
2009,0,Anori,1300102,Amazonas
2010,0,Anori,1300102,Amazonas
2011,0.012600789144804773,Anori,1300102,Amazonas
2012,0.012600789144804773,Anori,1300102,Amazonas
2013,0.012600789144804773,Anori,1300102,Amazonas
2014,0.012432792246912234,Anori,1300102,Amazonas
2015,0.019689076803082836,Anori,1300102,Amazonas
2016,0.019689076803082836,Anori,1300102,Amazonas
2017,0,Anori,1300102,Amazonas
2018,0,Anori,1300102,Amazonas
2019,0.10976568911782082,Anori,1300102,Amazonas
2020,0,Anori,1300102,Amazonas
2021,0.012825589279815787,Anori,1300102,Amazonas
2022,0,Anori,1300102,Amazonas
2023,0.03706220132963643,Anori,1300102,Amazonas
2000,4.214923867160989,Apuí,1300144,Amazonas
2001,0,Apuí,1300144,Amazonas
2002,0,Apuí,1300144,Amazonas
2003,0.3599332417074866,Apuí,1300144,Amazonas
2004,0.3599332417074866,Apuí,1300144,Amazonas
2005,0.9470911992530128,Apuí,1300144,Amazonas
2006,0.9470911992530128,Apuí,1300144,Amazonas
2007,0.14657830173951855,Apuí,1300144,Amazonas
2008,0.14657830173951855,Apuí,1300144,Amazonas
2009,0.12097903698696874,Apuí,1300144,Amazonas
2010,0.12097903698696874,Apuí,1300144,Amazonas
2011,0.07306985143116806,Apuí,1300144,Amazonas
2012,0.07306985143116806,Apuí,1300144,Amazonas
2013,0.07306985143116806,Apuí,1300144,Amazonas
2014,0,Apuí,1300144,Amazonas
2015,0,Apuí,1300144,Amazonas
2016,0,Apuí,1300144,Amazonas
2017,0.018047466845961813,Apuí,1300144,Amazonas
2018,0.018047466845961813,Apuí,1300144,Amazonas
2019,0.04952875600224402,Apuí,1300144,Amazonas
2020,0.3544249085385369,Apuí,1300144,Amazonas
2021,0.034384330533213506,Apuí,1300144,Amazonas
2022,0.5885143871119828,Apuí,1300144,Amazonas
2023,0.3355027151761595,Apuí,1300144,Amazonas
2000,0,Atalaia do Norte,1300201,Amazonas
2001,0,Atalaia do Norte,1300201,Amazonas
2002,0,Atalaia do Norte,1300201,Amazonas
2003,0.03269376207046826,Atalaia do Norte,1300201,Amazonas
2004,0.03269376207046826,Atalaia do Norte,1300201,Amazonas
2005,0,Atalaia do Norte,1300201,Amazonas
2006,0,Atalaia do Norte,1300201,Amazonas
2007,0,Atalaia do Norte,1300201,Amazonas
2008,0,Atalaia do Norte,1300201,Amazonas
2009,0,Atalaia do Norte,1300201,Amazonas
2010,0,Atalaia do Norte,1300201,Amazonas
2011,0,Atalaia do Norte,1300201,Amazonas
2012,0,Atalaia do Norte,1300201,Amazonas
2013,0,Atalaia do Norte,1300201,Amazonas
2014,0,Atalaia do Norte,1300201,Amazonas
2015,0,Atalaia do Norte,1300201,Amazonas
2016,0,Atalaia do Norte,1300201,Amazonas
2017,0,Atalaia do Norte,1300201,Amazonas
2018,0,Atalaia do Norte,1300201,Amazonas
2019,0,Atalaia do Norte,1300201,Amazonas
2020,0,Atalaia do Norte,1300201,Amazonas
2021,0,Atalaia do Norte,1300201,Amazonas
2022,0,Atalaia do Norte,1300201,Amazonas
2023,0,Atalaia do Norte,1300201,Amazonas
2000,73.11851067131882,Autazes,1300300,Amazonas
2001,8.886164978870253,Autazes,1300300,Amazonas
2002,8.886164978870253,Autazes,1300300,Amazonas
2003,2.3986283185765744,Autazes,1300300,Amazonas
2004,2.3986283185765744,Autazes,1300300,Amazonas
2005,6.377909055618167,Autazes,1300300,Amazonas
2006,6.377909055618167,Autazes,1300300,Amazonas
2007,1.3022505502482562,Autazes,1300300,Amazonas
2008,1.3022505502482562,Autazes,1300300,Amazonas
2009,1.6984829041736196,Autazes,1300300,Amazonas
2010,1.6984829041736196,Autazes,1300300,Amazonas
2011,0.7725452105286521,Autazes,1300300,Amazonas
2012,0.7725452105286521,Autazes,1300300,Amazonas
2013,0.7725452105286521,Autazes,1300300,Amazonas
2014,0.319607604685536,Autazes,1300300,Amazonas
2015,1.0949374625219679,Autazes,1300300,Amazonas
2016,1.0949374625219679,Autazes,1300300,Amazonas
2017,1.533272151656819,Autazes,1300300,Amazonas
2018,1.533272151656819,Autazes,1300300,Amazonas
2019,1.5274160107852732,Autazes,1300300,Amazonas
